variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
cheese,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,hard_cheese,,,,,,processed_ingredient,"redundant_variant, canonical_form, form_signal"
paneer,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,paneer,,,,,,processed_ingredient,transliteration_signal
cheese,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,hard_cheese,,,,,,processed_ingredient,"redundant_variant, canonical_form, form_signal"
chilli,chilli,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, redundant_variant, canonical_form"
chilli,chilli,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, redundant_variant, canonical_form"
cloves,cloves,drying,,taste profile / spice,,whole/fresh pieces|powder,flavouring agent,0.42,0.0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
khobra,coconut,drying,,base ingredient,,whole/fresh pieces,,0.42,0.0,0.12,0.42,0.05,0.12,0.174,0.189,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
yogurt,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient,"orthographic_noise, redundant_variant, canonical_form"
lentil,lentil,,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
masoor,lentil,,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,transliteration_signal
casein,milk,,protein isolate,base ingredient,,,,0.0,0.78,0.12,0.0,0.78,0.12,0.282,0.282,1,False,False,,,,,,,casein,,,processed_ingredient,"canonical_form, form_signal"
nutmeg,nutmeg,,,taste profile / spice,drying,whole/fresh pieces|powder,flavouring agent,0.0,0.0,0.18,0.42,0.42,0.675,0.072,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
onions,onion,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
tomate,tomato,,whole/fresh pieces,base ingredient,,pulp/puree,acidity regulator,0.0,0.05,0.12,0.0,0.25,0.86,0.063,0.419,1,True,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
pepper,pepper,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"redundant_variant, canonical_form"
potato,potato,,whole/fresh pieces,base ingredient,,cut/sliced pieces,thickener,0.0,0.05,0.12,0.0,0.1,0.615,0.063,0.276,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
quinoa,quinoa,,,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form"
radish,radish,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
tomato,tomato,,whole/fresh pieces,base ingredient,,pulp/puree,acidity regulator,0.0,0.05,0.12,0.0,0.25,0.86,0.063,0.419,1,True,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
anjeer,fig,,whole/fresh pieces,base ingredient,,,sweetener,0.0,0.05,0.12,0.0,0.05,0.625,0.063,0.265,1,False,False,,,,,,,,,,raw_agricultural_material,transliteration_signal
chakka,jackfruit,,whole/fresh pieces,base ingredient,,pulp/puree,sweetener,0.0,0.05,0.12,0.0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
chhena,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,paneer,,,,,,processed_ingredient,canonical_form
chikoo,sapodilla,,whole/fresh pieces,base ingredient,,pulp/puree,sweetener,0.0,0.05,0.12,0.0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form"
chikoo,sapodilla,,whole/fresh pieces,base ingredient,,pulp/puree,sweetener,0.0,0.05,0.12,0.0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form"
chirva,rice,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,transliteration_signal
chives,chives,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"redundant_variant, canonical_form"
chives,chives,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"redundant_variant, canonical_form"
citron,citron,,whole/fresh pieces,flavouring agent,,juice,acidity regulator,0.0,0.05,0.675,0.0,0.5,0.86,0.285,0.494,1,True,False,,,,,,,,,,flavouring agent,canonical_form
gluten,wheat,,protein isolate,base ingredient,,,,0.0,0.78,0.12,0.0,0.78,0.12,0.282,0.282,1,False,False,,,,,gluten_extract,,,,,processed_ingredient,"canonical_form, form_signal"
pecans,pecan,,whole/fresh pieces,base ingredient,roasting,,,0.0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
pomelo,pomelo,,whole/fresh pieces,flavouring agent,,juice,acidity regulator,0.0,0.05,0.675,0.0,0.5,0.86,0.285,0.494,1,True,False,,,,,,,,,,flavouring agent,canonical_form
yogurt,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient,"orthographic_noise, redundant_variant, canonical_form"
alm oil,palm,cold pressing|solvent extraction,oil,lipid base,refining,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, form_signal"
sal fat,sal,solvent extraction,fat fraction,lipid base,cold pressing|refining,,,0.82,0.72,0.22,0.82,0.72,0.22,0.55,0.55,2,False,False,,,,,,,,,es,lipid base,"linguistic_signal, canonical_form, form_signal"
carrots,carrot,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
cashews,cashew,,whole/fresh pieces,base ingredient,roasting,,,0.0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
com oil,corn,cold pressing|solvent extraction,oil,lipid base,refining,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, form_signal"
mangoes,mango,,whole/fresh pieces,base ingredient,,pulp/puree,sweetener,0.0,0.05,0.12,0.0,0.25,0.625,0.063,0.325,1,True,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
amchoor,mango,drying,powder,taste profile / spice,,,acidity regulator,0.42,0.42,0.18,0.42,0.42,0.86,0.324,0.596,2,False,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
millets,millet,,,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
menthol,mint,solvent extraction,extract/oleoresin,flavouring agent,,crystalline chemical,taste profile / spice,0.82,0.86,0.675,0.82,0.98,0.675,0.774,0.81,3,False,False,,,,,,,,,,flavouring agent,"redundant_variant, canonical_form"
paprika,paprika,drying,powder,colour,,,taste profile / spice,0.42,0.42,0.8,0.42,0.42,0.8,0.572,0.572,2,False,False,,,,,,,,,,colour|raw_agricultural_material,canonical_form
raisins,grape,drying,whole/fresh pieces,sweetener,,,flavouring agent,0.42,0.05,0.625,0.42,0.05,0.675,0.391,0.411,2,False,False,,,,,,,,,,sweetener,"orthographic_noise, canonical_form"
til oil,sesame,,oil,lipid base,cold pressing|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,form_signal
soynuts,soybean,roasting,whole/fresh pieces,base ingredient,,,,0.58,0.05,0.12,0.58,0.05,0.12,0.237,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
sucrose,sugarcane,,crystalline chemical,sweetener,refining,,base ingredient,0.0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,False,,,,,,,,refined_sucrose,,sweetener,"orthographic_noise, canonical_form"
jaggery,sugarcane | palm,,dense block,sweetener,refining,granules,base ingredient,0.0,0.38,0.625,0.75,0.8,0.625,0.364,0.715,2,True,False,,,,,,,,raw_unrefined,,sweetener,"canonical_form, multi_source"
glucose,corn | tapioca,,crystalline chemical,sweetener,?hydrolysis,,base ingredient,0.0,0.98,0.625,0.6,0.98,0.625,0.544,0.724,2,True,True,,,,,,,,,,sweetener,"orthographic_noise, canonical_form, multi_source"
vinegar,sugarcane,fermentation,juice,flavouring agent,acetylation,,acidity regulator,0.56,0.5,0.675,0.94,0.5,0.86,0.588,0.776,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
almonds,almond,,whole/fresh pieces,base ingredient,roasting,,,0.0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
mandeln,almond,,whole/fresh pieces,base ingredient,roasting,,,0.0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
tumeric,turmeric,,powder,taste profile / spice,drying,rhizome,flavouring agent,0.0,0.42,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
saffron,saffron,drying,whole/fresh pieces,taste profile / spice,,powder,colour,0.42,0.05,0.18,0.42,0.42,0.8,0.213,0.572,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
om seed,ajwain,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"form_signal, grade_signal"
aniseed,anise,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
apricot,apricot,,whole/fresh pieces,base ingredient,drying,cut/sliced pieces,sweetener,0.0,0.05,0.12,0.42,0.1,0.625,0.063,0.406,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
maricha,pepper,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,transliteration_signal
milkfat,milk,,fat fraction,lipid base,churning|clarification,,flavouring agent,0.0,0.72,0.22,0.55,0.72,0.675,0.304,0.651,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form"
cow fat,beef,,fat fraction,lipid base,rendering,,,0.0,0.72,0.22,0.0,0.72,0.22,0.304,0.304,2,False,False,,,,,,,,,,lipid base,"redundant_variant, form_signal, grade_signal"
cabbage,cabbage,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
chicory,chicory,,whole/fresh pieces,taste profile / spice,roasting,powder,flavouring agent,0.0,0.05,0.18,0.58,0.42,0.675,0.087,0.57,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
coconut,coconut,,whole/fresh pieces,base ingredient,,pulp/puree,,0.0,0.05,0.12,0.0,0.25,0.12,0.063,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
cow fat,beef,,fat fraction,lipid base,rendering,,,0.0,0.72,0.22,0.0,0.72,0.22,0.304,0.304,2,False,False,,,,,,,,,,lipid base,"redundant_variant, form_signal, grade_signal"
yoghurt,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient,"orthographic_noise, redundant_variant, canonical_form"
kalonji,nigella seed,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,transliteration_signal
lactose,milk,,crystalline chemical,sweetener,,,,0.0,0.98,0.625,0.0,0.98,0.625,0.544,0.544,2,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
lentils,lentil,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
mulethi,licorice,,whole/fresh pieces,taste profile / spice,drying,powder,sweetener,0.0,0.05,0.18,0.42,0.42,0.625,0.087,0.502,1,True,False,,,,,,,,,,taste profile / spice,transliteration_signal
pippali,long pepper,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
menthol,mint,extract/oleoresin,crystalline chemical,taste profile / spice,,extract/oleoresin,flavouring agent,0.0,0.98,0.18,0.0,0.98,0.675,0.366,0.564,2,False,False,,,,,,,,,,taste profile / spice,"redundant_variant, canonical_form"
moringa,moringa,,whole/fresh pieces,base ingredient,drying,powder,,0.0,0.05,0.12,0.42,0.42,0.12,0.063,0.3,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
shitake,mushroom,,whole/fresh pieces,base ingredient,drying,cut/sliced pieces,,0.0,0.05,0.12,0.42,0.1,0.12,0.063,0.204,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
shitaki,mushroom,,whole/fresh pieces,base ingredient,drying,cut/sliced pieces,,0.0,0.05,0.12,0.42,0.1,0.12,0.063,0.204,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
mustard,mustard,,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
shallot,shallot,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
oregano,oregano,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
parsley,parsley,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.42,0.1,0.675,0.087,0.426,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
soybean,soybean,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
spinach,spinach,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
anistar,star anise,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
tapioca,tapioca,,whole/fresh pieces,base ingredient,,starch flour,thickener,0.0,0.05,0.12,0.0,0.6,0.615,0.063,0.426,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
trifala,amla | haritaki | bibhitaki,,powder,,drying,,,0.0,0.42,0.0,0.42,0.42,0.0,0.126,0.252,1,False,False,,,,,,,,,,health_supplement,"canonical_form, multi_source"
vannila,vanilla,extract/oleoresin,extract/oleoresin,flavouring agent,,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"orthographic_noise, canonical_form"
alcohol,sugarcane | molasses,fermentation,juice,,distillation,,,0.56,0.5,0.0,0.56,0.5,0.0,0.318,0.318,2,False,False,,,,,,,,,,solvent,"canonical_form, multi_source"
lactase,yeast,?enzymatic reaction,powder,flour treatment agent,,,,0.0,0.42,0.93,0.0,0.42,0.93,0.498,0.498,2,False,True,,,,,,,,,,flour treatment agent,canonical_form
catechu,acacia catechu,,extract/oleoresin,taste profile / spice,extract/oleoresin,,flavouring agent,0.0,0.86,0.18,0.0,0.86,0.675,0.33,0.528,2,False,False,,,,,,,,,,taste profile / spice,canonical_form
cucumis,cucumber,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
isabgol,psyllium,,whole/fresh pieces,thickener,,powder,bulking agent,0.0,0.05,0.615,0.0,0.42,0.615,0.261,0.372,1,True,False,,,,,,,,,,thickener,transliteration_signal
fox nut,fox nut,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
foxnuts,fox nut,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
gongura,gongura,,whole/fresh pieces,base ingredient,,cut/sliced pieces,acidity regulator,0.0,0.05,0.12,0.0,0.1,0.86,0.063,0.374,1,True,False,,,,,,,,,,raw_agricultural_material,canonical_form
isomalt,sugarcane,,crystalline chemical,sweetener,refining|?hydrogenation,,bulking agent,0.0,0.98,0.625,0.92,0.98,0.625,0.544,0.82,2,True,True,,,,,,,,sugar_alcohol,,sweetener,canonical_form
pumpkin,pumpkin,,whole/fresh pieces,base ingredient,,pulp/puree,,0.0,0.05,0.12,0.0,0.25,0.12,0.063,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
nannari,sarsaparilla,,extract/oleoresin,flavouring agent,extract/oleoresin,,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,transliteration_signal
xylitol,birch,?hydrolysis,crystalline chemical,sweetener,,,humectant,0.6,0.98,0.625,0.6,0.98,0.625,0.724,0.724,3,False,True,,,,,,,,,,sweetener,canonical_form
yoghurt,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,yogurt,,,,,,processed_ingredient,"orthographic_noise, redundant_variant, canonical_form"
palm oil,palm,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form, form_signal"
paim oil,palm,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"orthographic_noise, form_signal"
palm fat,palm,,fat fraction,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.72,0.22,0.82,0.72,0.22,0.304,0.55,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
sea salt,mineral,,crystalline chemical,base ingredient,,,,0.0,0.98,0.12,0.0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
corn oil,corn,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"orthographic_noise, canonical_form, form_signal"
costarch,corn,,starch flour,thickener,,modified starch powder,base ingredient,0.0,0.6,0.615,0.0,0.96,0.615,0.426,0.534,2,False,False,,,,,starch,,,,,thickener,"orthographic_noise, canonical_form"
hazelnut,hazelnut,,whole/fresh pieces,base ingredient,roasting,,,0.0,0.05,0.12,0.58,0.05,0.12,0.063,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, grade_signal"
milk snf,milk,,powder,base ingredient,,concentrate,,0.0,0.42,0.12,0.0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
soy nuts,soybean,roasting,,base ingredient,,,,0.58,0.0,0.12,0.58,0.0,0.12,0.222,0.222,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, form_signal"
